,Subward,DroughtExp,FloodExp,PestsExp,FrostExp,HailExp,HeatExp,GroundwaterExp
0,2301,0.260989010989011,0.17582417582417584,0.7664835164835164,0.46153846153846156,0.013736263736263738,0.08791208791208792,0.03846153846153846
1,2304,0.16442048517520216,0.1091644204851752,0.610512129380054,0.5215633423180593,0.014824797843665768,0.018867924528301886,0.03908355795148248
2,2309,0.23458646616541354,0.12481203007518797,0.7022556390977444,0.39999999999999997,0.012030075187969924,0.045112781954887216,0.039097744360902256
3,2605,0.1836734693877551,0.17784256559766765,0.7725947521865889,0.5889212827988338,0.0058309037900874635,0.043731778425655975,0.11953352769679301
4,2610,0.3924963924963925,0.35353535353535354,0.8354978354978355,0.4083694083694084,0.04329004329004329,0.16883116883116883,0.0808080808080808
5,2611,0.36507936507936506,0.3823953823953824,0.7258297258297258,0.4213564213564213,0.017316017316017316,0.215007215007215,0.1645021645021645
