Subward,SalienceIndex,Risk_Norm,CompositeRisk,SalienceIndexSD,Risk_NormSD,CompositeRiskSD
2301,1.0091097627862333,0.3141025641025641,0.31679921385803744,0.00342400945142299,0.38156575449611524,0.3850548879364312
2304,1.0101486563750715,0.4732704402515723,0.47800774111817396,0.0033219017064846984,0.39180547520207365,0.39555765939171067
2309,1.0126325171216812,0.424561403508772,0.42997388748162746,0.00391676480041382,0.3811209833265749,0.3858922973059729
2605,1.1441030957837681,0.4387755102040816,0.5015536517637359,0.003031577781991274,0.32754324981422867,0.37439585546459536
2610,1.1471623543816059,0.4659863945578231,0.5347108540385852,0.004019188727439275,0.40469692510266747,0.4646403783705716
2611,1.1472883919407986,0.2946127946127946,0.338002724811994,0.003685994373681659,0.41296195381594175,0.47356914726955185
