,HHID,Subward,SalienceIndex,Risk_Norm,CompositeRisk
192,2309085,2309,1.0106951871657754,0.3333333333333333,0.33689839572192515
193,2309086,2309,1.013814616755793,0.5,0.5069073083778965
194,2309087,2309,1.0102495543672014,0.16666666666666666,0.1683749257278669
195,2309088,2309,1.0071301247771836,-0.6666666666666666,-0.671420083184789
196,2309089,2309,1.0093582887700536,0.16666666666666666,0.1682263814616756
197,2309092,2309,1.0102495543672014,0.16666666666666666,0.1683749257278669
198,2309093,2309,1.0129233511586453,0.6666666666666666,0.6752822341057635
199,2309094,2309,1.0093582887700536,0.5,0.5046791443850268
200,2309097,2309,1.0151515151515151,0.5,0.5075757575757576
201,2309098,2309,1.0084670231729056,0.16666666666666666,0.16807783719548425
202,2309100,2309,1.00445632798574,0.6666666666666666,0.6696375519904932
203,2309101,2309,1.0155971479500892,0.5,0.5077985739750446
204,2309102,2309,1.0075757575757576,0.5,0.5037878787878788
205,2309127,2309,1.0089126559714796,1.0,1.0089126559714796
206,2309128,2309,1.0102495543672014,0.6666666666666666,0.6734997029114675
207,2309133,2309,1.017379679144385,-0.3333333333333333,-0.339126559714795
208,2309134,2309,1.0129233511586453,-0.6666666666666666,-0.6752822341057635
209,2309139,2309,1.0102495543672014,0.3333333333333333,0.3367498514557338
210,2309140,2309,1.0133689839572193,0.8333333333333334,0.8444741532976828
211,2309141,2309,1.0075757575757576,-0.3333333333333333,-0.33585858585858586
212,2309147,2309,1.0129233511586453,0.6666666666666666,0.6752822341057635
213,2309150,2309,1.0178253119429592,0.16666666666666666,0.16963755199049319
214,2309151,2309,1.0102495543672014,0.3333333333333333,0.3367498514557338
215,2309152,2309,1.0236185383244207,0.5,0.5118092691622104
216,2309154,2309,1.021836007130125,0.5,0.5109180035650625
217,2309155,2309,1.0106951871657754,0.16666666666666666,0.16844919786096257
218,2309158,2309,1.0106951871657754,0.5,0.5053475935828877
219,2309159,2309,1.0062388591800357,0.3333333333333333,0.3354129530600119
220,2309160,2309,1.0084670231729056,1.0,1.0084670231729056
221,2309163,2309,1.0178253119429592,0.5,0.5089126559714796
222,2309165,2309,1.0178253119429592,0.8333333333333334,0.8481877599524661
223,2309170,2309,1.0133689839572193,-0.3333333333333333,-0.33778966131907306
224,2309171,2309,1.0102495543672014,0.3333333333333333,0.3367498514557338
225,2309174,2309,1.017379679144385,0.3333333333333333,0.339126559714795
226,2309183,2309,1.0115864527629235,0.16666666666666666,0.1685977421271539
227,2309184,2309,1.0160427807486632,0.16666666666666666,0.16934046345811052
228,2309185,2309,1.0115864527629235,0.3333333333333333,0.3371954842543078
229,2309187,2309,1.0115864527629235,0.6666666666666666,0.6743909685086156
230,2309189,2309,1.0115864527629235,0.16666666666666666,0.1685977421271539
231,2309191,2309,1.021836007130125,-0.16666666666666666,-0.17030600118835415
232,2309192,2309,1.0093582887700536,0.0,0.0
233,2309196,2309,1.0155971479500892,0.16666666666666666,0.16926619132501486
234,2309197,2309,1.0124777183600713,0.0,0.0
235,2309198,2309,1.0124777183600713,1.0,1.0124777183600713
236,2309199,2309,1.0120320855614975,1.0,1.0120320855614975
237,2309204,2309,1.0115864527629235,0.3333333333333333,0.3371954842543078
238,2309205,2309,1.0115864527629235,0.16666666666666666,0.1685977421271539
239,2309207,2309,1.0124777183600713,0.8333333333333334,0.8437314319667261
240,2309208,2309,1.0124777183600713,0.8333333333333334,0.8437314319667261
241,2309211,2309,1.0124777183600713,0.5,0.5062388591800356
242,2309212,2309,1.0129233511586453,0.5,0.5064616755793226
243,2309214,2309,1.0093582887700536,0.3333333333333333,0.3364527629233512
244,2309217,2309,1.0133689839572193,0.6666666666666666,0.6755793226381461
245,2309218,2309,1.017379679144385,0.6666666666666666,0.67825311942959
246,2309219,2309,1.0098039215686274,0.3333333333333333,0.33660130718954245
247,2309222,2309,1.0040106951871657,0.0,0.0
248,2309227,2309,1.016934046345811,0.5,0.5084670231729055
249,2309228,2309,1.016934046345811,0.6666666666666666,0.6779560308972072
250,2309229,2309,1.017379679144385,0.5,0.5086898395721925
251,2309232,2309,1.0080213903743316,0.8333333333333334,0.840017825311943
252,2309233,2309,1.0098039215686274,0.5,0.5049019607843137
253,2605003,2605,1.1421568627450982,0.16666666666666666,0.19035947712418302
254,2605004,2605,1.1421568627450982,0.6666666666666666,0.7614379084967321
255,2605005,2605,1.1506238859180036,0.0,0.0
256,2605009,2605,1.1510695187165776,-0.3333333333333333,-0.3836898395721925
257,2605016,2605,1.143939393939394,0.0,0.0
258,2605017,2605,1.1421568627450982,0.3333333333333333,0.38071895424836605
259,2605018,2605,1.1501782531194296,0.3333333333333333,0.38339275103980985
260,2605019,2605,1.1385918003565063,0.6666666666666666,0.7590612002376709
261,2605021,2605,1.1506238859180036,0.16666666666666666,0.1917706476530006
262,2605022,2605,1.1492869875222818,0.16666666666666666,0.1915478312537136
263,2605023,2605,1.1399286987522281,0.5,0.5699643493761141
264,2605024,2605,1.1506238859180036,0.0,0.0
265,2605025,2605,1.145276292335116,0.3333333333333333,0.38175876411170534
266,2605026,2605,1.145276292335116,0.3333333333333333,0.38175876411170534
267,2605027,2605,1.145276292335116,0.3333333333333333,0.38175876411170534
268,2605029,2605,1.145276292335116,0.5,0.572638146167558
269,2605030,2605,1.145276292335116,0.16666666666666666,0.19087938205585267
270,2605031,2605,1.145276292335116,0.5,0.572638146167558
271,2605032,2605,1.1421568627450982,0.5,0.5710784313725491
272,2605033,2605,1.143048128342246,-0.3333333333333333,-0.38101604278074863
273,2605042,2605,1.145276292335116,0.8333333333333334,0.9543969102792634
274,2605045,2605,1.1417112299465242,1.0,1.1417112299465242
275,2605046,2605,1.1461675579322639,0.3333333333333333,0.3820558526440879
276,2605048,2605,1.144830659536542,-0.3333333333333333,-0.381610219845514
277,2605049,2605,1.1399286987522281,0.6666666666666666,0.7599524658348187
278,2605050,2605,1.143048128342246,0.0,0.0
279,2605051,2605,1.143939393939394,0.3333333333333333,0.3813131313131313
280,2605052,2605,1.1417112299465242,1.0,1.1417112299465242
281,2605053,2605,1.145276292335116,0.6666666666666666,0.7635175282234107
282,2605055,2605,1.145276292335116,0.5,0.572638146167558
283,2605056,2605,1.1417112299465242,0.8333333333333334,0.9514260249554368
284,2605058,2605,1.1403743315508021,0.5,0.5701871657754011
285,2605059,2605,1.14349376114082,0.6666666666666666,0.76232917409388
286,2605061,2605,1.143048128342246,0.6666666666666666,0.7620320855614973
287,2605062,2605,1.1421568627450982,0.16666666666666666,0.19035947712418302
288,2605064,2605,1.1421568627450982,0.8333333333333334,0.9517973856209152
289,2605065,2605,1.144830659536542,0.6666666666666666,0.763220439691028
290,2605066,2605,1.143048128342246,0.6666666666666666,0.7620320855614973
291,2605067,2605,1.1421568627450982,0.6666666666666666,0.7614379084967321
292,2605068,2605,1.14126559714795,0.6666666666666666,0.7608437314319666
293,2605076,2605,1.14349376114082,0.3333333333333333,0.38116458704694
294,2605078,2605,1.1394830659536543,0.5,0.5697415329768272
295,2605080,2605,1.144830659536542,0.3333333333333333,0.381610219845514
296,2605081,2605,1.145276292335116,0.5,0.572638146167558
297,2605083,2605,1.1443850267379678,0.8333333333333334,0.9536541889483066
298,2605084,2605,1.142602495543672,0.5,0.571301247771836
299,2605085,2605,1.14126559714795,0.8333333333333334,0.9510546642899583
300,2605086,2605,1.1475044563279857,0.8333333333333334,0.9562537136066548
301,2605089,2605,1.142602495543672,0.5,0.571301247771836
302,2610001,2610,1.1483957219251337,0.16666666666666666,0.1913992869875223
303,2610002,2610,1.1555258467023173,0.0,0.0
304,2610003,2610,1.1541889483065952,-0.16666666666666666,-0.19236482471776586
305,2610004,2610,1.1483957219251337,0.16666666666666666,0.1913992869875223
306,2610005,2610,1.1488413547237077,0.5,0.5744206773618539
307,2610007,2610,1.142602495543672,0.16666666666666666,0.19043374925727866
308,2610009,2610,1.1524064171122996,1.0,1.1524064171122996
309,2610010,2610,1.1461675579322639,0.3333333333333333,0.3820558526440879
310,2610011,2610,1.1532976827094474,1.0,1.1532976827094474
311,2610012,2610,1.146613190730838,0.6666666666666666,0.7644087938205586
312,2610013,2610,1.1532976827094474,1.0,1.1532976827094474
313,2610014,2610,1.1537433155080214,0.8333333333333334,0.9614527629233512
314,2610015,2610,1.14349376114082,-0.3333333333333333,-0.38116458704694
315,2610017,2610,1.1394830659536543,0.0,0.0
316,2610018,2610,1.14126559714795,-0.3333333333333333,-0.3804218657159833
317,2610019,2610,1.1461675579322639,0.6666666666666666,0.7641117052881758
318,2610020,2610,1.1443850267379678,0.8333333333333334,0.9536541889483066
319,2610021,2610,1.1461675579322639,-1.0,-1.1461675579322639
320,2610022,2610,1.1457219251336899,-0.16666666666666666,-0.1909536541889483
321,2610023,2610,1.1408199643493762,1.0,1.1408199643493762
322,2610024,2610,1.1457219251336899,0.8333333333333334,0.9547682709447416
323,2610025,2610,1.143939393939394,0.3333333333333333,0.3813131313131313
324,2610026,2610,1.1470588235294117,0.8333333333333334,0.9558823529411764
325,2610027,2610,1.142602495543672,0.6666666666666666,0.7617349970291146
326,2610028,2610,1.1461675579322639,0.8333333333333334,0.95513963161022
327,2610029,2610,1.146613190730838,0.5,0.573306595365419
328,2610031,2610,1.1443850267379678,0.8333333333333334,0.9536541889483066
329,2610032,2610,1.1461675579322639,0.3333333333333333,0.3820558526440879
330,2610033,2610,1.143939393939394,0.6666666666666666,0.7626262626262627
331,2610034,2610,1.1457219251336899,0.3333333333333333,0.3819073083778966
332,2610035,2610,1.1528520499108734,1.0,1.1528520499108734
333,2610036,2610,1.1528520499108734,-0.3333333333333333,-0.38428401663695777
334,2610037,2610,1.1408199643493762,0.8333333333333334,0.9506833036244802
335,2610038,2610,1.1519607843137256,0.0,0.0
336,2610040,2610,1.1470588235294117,0.6666666666666666,0.7647058823529411
337,2610041,2610,1.1524064171122996,0.5,0.5762032085561498
338,2610042,2610,1.145276292335116,0.8333333333333334,0.9543969102792634
339,2610043,2610,1.1555258467023173,0.16666666666666666,0.19258764111705287
340,2610044,2610,1.142602495543672,0.0,0.0
341,2610045,2610,1.1501782531194296,0.0,0.0
342,2610046,2610,1.1475044563279857,1.0,1.1475044563279857
343,2610047,2610,1.1470588235294117,-0.3333333333333333,-0.38235294117647056
344,2610048,2610,1.145276292335116,0.5,0.572638146167558
345,2610049,2610,1.1528520499108734,0.5,0.5764260249554367
346,2610050,2610,1.1403743315508021,0.5,0.5701871657754011
347,2610051,2610,1.1519607843137256,1.0,1.1519607843137256
348,2610052,2610,1.1421568627450982,0.16666666666666666,0.19035947712418302
349,2610053,2610,1.1475044563279857,0.8333333333333334,0.9562537136066548
350,2610054,2610,1.146613190730838,1.0,1.146613190730838
351,2610055,2610,1.145276292335116,0.8333333333333334,0.9543969102792634
352,2610056,2610,1.1461675579322639,0.6666666666666666,0.7641117052881758
353,2610057,2610,1.1457219251336899,0.3333333333333333,0.3819073083778966
354,2610058,2610,1.1443850267379678,0.0,0.0
355,2610059,2610,1.143939393939394,0.5,0.571969696969697
356,2610060,2610,1.1532976827094474,0.8333333333333334,0.9610814022578729
357,2610061,2610,1.1470588235294117,1.0,1.1470588235294117
358,2610062,2610,1.143939393939394,0.16666666666666666,0.19065656565656566
359,2610063,2610,1.1528520499108734,1.0,1.1528520499108734
360,2610064,2610,1.1501782531194296,0.3333333333333333,0.38339275103980985
361,2610066,2610,1.144830659536542,0.8333333333333334,0.954025549613785
362,2610067,2610,1.142602495543672,0.6666666666666666,0.7617349970291146
363,2610068,2610,1.14349376114082,0.6666666666666666,0.76232917409388
364,2610070,2610,1.144830659536542,0.16666666666666666,0.190805109922757
365,2610071,2610,1.1475044563279857,0.5,0.5737522281639929
366,2610072,2610,1.1461675579322639,0.5,0.5730837789661319
367,2610073,2610,1.143939393939394,0.0,0.0
368,2610074,2610,1.1479500891265597,0.8333333333333334,0.9566250742721332
369,2610075,2610,1.1457219251336899,0.0,0.0
370,2610076,2610,1.1470588235294117,0.3333333333333333,0.38235294117647056
371,2610077,2610,1.1528520499108734,1.0,1.1528520499108734
372,2610078,2610,1.1497326203208558,0.3333333333333333,0.3832442067736186
373,2610079,2610,1.1528520499108734,0.6666666666666666,0.7685680332739155
374,2610081,2610,1.1501782531194296,1.0,1.1501782531194296
375,2610083,2610,1.1564171122994653,0.8333333333333334,0.9636809269162211
376,2610084,2610,1.1506238859180036,0.6666666666666666,0.7670825906120023
377,2610085,2610,1.142602495543672,0.3333333333333333,0.3808674985145573
378,2610086,2610,1.1541889483065952,0.0,0.0
379,2610087,2610,1.1461675579322639,0.3333333333333333,0.3820558526440879
380,2610088,2610,1.1483957219251337,-0.3333333333333333,-0.3827985739750446
381,2610090,2610,1.1479500891265597,0.8333333333333334,0.9566250742721332
382,2610091,2610,1.1483957219251337,,
383,2610092,2610,1.1470588235294117,0.3333333333333333,0.38235294117647056
384,2610093,2610,1.143939393939394,0.8333333333333334,0.9532828282828284
385,2610095,2610,1.1475044563279857,0.8333333333333334,0.9562537136066548
386,2610100,2610,1.143939393939394,0.6666666666666666,0.7626262626262627
387,2610101,2610,1.145276292335116,0.5,0.572638146167558
388,2610102,2610,1.143939393939394,0.3333333333333333,0.3813131313131313
389,2610103,2610,1.1528520499108734,0.0,0.0
390,2610104,2610,1.1550802139037435,0.3333333333333333,0.3850267379679145
391,2610105,2610,1.143939393939394,0.5,0.571969696969697
392,2610106,2610,1.14126559714795,0.5,0.570632798573975
393,2610107,2610,1.1443850267379678,1.0,1.1443850267379678
394,2610108,2610,1.1497326203208558,0.3333333333333333,0.3832442067736186
395,2610109,2610,1.1457219251336899,0.5,0.5728609625668449
396,2610111,2610,1.1457219251336899,0.3333333333333333,0.3819073083778966
397,2610118,2610,1.146613190730838,0.6666666666666666,0.7644087938205586
398,2610119,2610,1.1403743315508021,0.16666666666666666,0.19006238859180036
399,2610123,2610,1.144830659536542,0.5,0.572415329768271
400,2610124,2610,1.14349376114082,0.16666666666666666,0.19058229352347
401,2611001,2611,1.1483957219251337,0.5,0.5741978609625669
402,2611002,2611,1.1475044563279857,0.6666666666666666,0.7650029708853238
403,2611003,2611,1.1479500891265597,0.5,0.5739750445632799
404,2611004,2611,1.1470588235294117,0.16666666666666666,0.19117647058823528
405,2611005,2611,1.1461675579322639,0.0,0.0
406,2611006,2611,1.146613190730838,-0.16666666666666666,-0.19110219845513965
407,2611007,2611,1.14349376114082,0.16666666666666666,0.19058229352347
408,2611008,2611,1.1443850267379678,0.0,0.0
409,2611009,2611,1.1470588235294117,0.16666666666666666,0.19117647058823528
410,2611010,2611,1.1421568627450982,0.3333333333333333,0.38071895424836605
411,2611011,2611,1.1501782531194296,0.5,0.5750891265597148
412,2611012,2611,1.1564171122994653,0.16666666666666666,0.19273618538324422
