,Subward,Radio,Television,Newspapers,AgExtension,Veterinarian,MigrantLabor,OtherGov,LocalFriend,DistantFriend,Religious,Scientist,SocialMedia
0,2301,0.5576923076923077,0.4230769230769231,0.07692307692307693,0.21153846153846154,0.09615384615384616,0.17307692307692307,0.038461538461538464,0.9423076923076923,0.5192307692307693,0.038461538461538464,0.0,0.6923076923076923
1,2304,0.36792452830188677,0.46226415094339623,0.16981132075471697,0.24528301886792453,0.20754716981132076,0.10377358490566038,0.16981132075471697,0.9433962264150944,0.6509433962264151,0.05660377358490566,0.02830188679245283,0.6509433962264151
2,2309,0.25263157894736843,0.45263157894736844,0.15789473684210525,0.07368421052631578,0.10526315789473684,0.12631578947368421,0.10526315789473684,0.8842105263157894,0.5473684210526316,0.07368421052631578,0.031578947368421054,0.5052631578947369
3,2605,0.46938775510204084,0.5918367346938775,0.22448979591836735,0.12244897959183673,0.2653061224489796,0.10204081632653061,0.16326530612244897,0.7959183673469388,0.6938775510204082,0.12244897959183673,0.04081632653061224,0.5918367346938775
4,2610,0.3838383838383838,0.47474747474747475,0.09090909090909091,0.31313131313131315,0.18181818181818182,0.15151515151515152,0.12121212121212122,0.9292929292929293,0.6262626262626263,0.030303030303030304,0.030303030303030304,0.47474747474747475
5,2611,0.48484848484848486,0.48484848484848486,0.16161616161616163,0.32323232323232326,0.2828282828282828,0.13131313131313133,0.18181818181818182,0.9191919191919192,0.7272727272727273,0.09090909090909091,0.030303030303030304,0.6464646464646465
