,HHID,Labour,Health,Technology,Finance,Education,Seeds,Soil,Water,Land,ShortWeather,LongWeather,PestSalience,Markets,Economy,Religious,Droughts,Floods,Groundwater,Heat,Pests,Frost,Hail
142,2304152,2.0,2.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0,2.0,3.0,1.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,-1.0
143,2304154,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,1.0,0.0,1.0,-1.0,1.0,1.0,1.0,1.0
144,2304155,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0
145,2304157,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,0.0,-1.0,0.0,1.0,0.0,0.0
146,2304158,3.0,3.0,2.0,2.0,2.0,3.0,3.0,2.0,2.0,3.0,3.0,3.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,-1.0,1.0
147,2304163,2.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,2.0,2.0,1.0,1.0,1.0,0.0,1.0,1.0,-1.0,1.0
148,2304162,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0
149,2304164,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,-1.0
150,2304166,3.0,3.0,2.0,1.0,2.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,2.0,2.0,1.0,0.0,1.0,-1.0,1.0,1.0,-1.0,0.0
151,2304167,3.0,3.0,3.0,3.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0
152,2304170,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,-1.0,-1.0,-1.0
153,2304173,2.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,2.0,1.0,1.0,1.0,-1.0,1.0,1.0,1.0,-1.0
154,2304174,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,3.0,3.0,2.0,2.0,1.0,0.0,1.0,-1.0,1.0,1.0,1.0,-1.0
155,2304175,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,-1.0,1.0,-1.0,1.0,1.0,-1.0,0.0
156,2304176,3.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,2.0,2.0,1.0,1.0,0.0,-1.0,1.0,0.0,0.0,0.0
157,2304177,1.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,3.0,2.0,1.0,1.0,0.0,1.0,-1.0,1.0,1.0,1.0,1.0
158,2309002,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,-1.0,0.0,1.0,1.0,-1.0
159,2309004,1.0,1.0,1.0,3.0,3.0,2.0,1.0,1.0,2.0,3.0,3.0,3.0,1.0,1.0,1.0,0.0,1.0,-1.0,-1.0,1.0,-1.0,1.0
160,2309014,2.0,3.0,3.0,3.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
161,2309016,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,-1.0,1.0,1.0,1.0,0.0
162,2309021,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,1.0,1.0,0.0,-1.0,1.0,1.0,1.0,-1.0
163,2309022,3.0,3.0,3.0,2.0,2.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
164,2309029,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,-1.0
165,2309030,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,0.0,-1.0,-1.0,1.0,1.0,-1.0
166,2309032,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,2.0,3.0,3.0,1.0,1.0,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,0.0
167,2309033,1.0,2.0,3.0,3.0,1.0,3.0,3.0,3.0,3.0,2.0,3.0,2.0,3.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
168,2309036,3.0,3.0,3.0,1.0,1.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,1.0,1.0,-1.0,1.0,1.0,1.0,1.0,0.0
169,2309037,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,2.0,3.0,1.0,1.0,1.0,-1.0,-1.0,1.0,-1.0,1.0
170,2309039,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
171,2309041,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,1.0,2.0,3.0,3.0,3.0,2.0,2.0,1.0,0.0,-1.0,1.0,1.0,1.0,0.0
172,2309042,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
173,2309045,3.0,2.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
174,2309053,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0
175,2309054,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
176,2309055,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,-1.0,0.0
177,2309056,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
178,2309057,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,3.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
179,2309059,2.0,2.0,2.0,3.0,2.0,3.0,3.0,3.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,-1.0,1.0,1.0,-1.0,1.0,1.0,0.0
180,2309067,1.0,3.0,1.0,1.0,1.0,3.0,3.0,3.0,1.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,-1.0,1.0,1.0,1.0,0.0
181,2309068,2.0,2.0,2.0,3.0,2.0,3.0,3.0,3.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,-1.0,-1.0,1.0,-1.0,1.0,1.0,0.0
182,2309070,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
183,2309071,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,1.0,-1.0,1.0,-1.0,1.0,1.0,-1.0
184,2309074,2.0,2.0,2.0,3.0,2.0,3.0,3.0,3.0,2.0,2.0,3.0,3.0,2.0,2.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,-1.0
185,2309075,2.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,2.0,2.0,3.0,3.0,2.0,2.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,-1.0
186,2309079,1.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,1.0,3.0,3.0,1.0,1.0,1.0,0.0,-1.0,1.0,1.0,1.0
187,2309080,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,0.0,0.0,0.0,1.0,1.0,1.0,-1.0
188,2309081,2.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0
189,2309082,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,0.0
190,2309083,3.0,3.0,3.0,3.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
191,2309084,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0
192,2309085,3.0,3.0,3.0,2.0,2.0,3.0,3.0,3.0,2.0,3.0,3.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
193,2309086,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0
194,2309087,3.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,-1.0,0.0,-1.0
195,2309088,2.0,3.0,1.0,1.0,1.0,3.0,3.0,1.0,1.0,3.0,3.0,3.0,1.0,2.0,1.0,-1.0,-1.0,0.0,0.0,-1.0,-1.0,0.0
196,2309089,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,2.0,2.0,3.0,2.0,2.0,2.0,1.0,0.0,0.0,-1.0,0.0,0.0,0.0,1.0
197,2309092,2.0,2.0,3.0,3.0,2.0,3.0,3.0,2.0,3.0,2.0,3.0,2.0,2.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
198,2309093,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0
199,2309094,1.0,2.0,1.0,1.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,1.0,0.0,1.0,0.0,-1.0,1.0,1.0,1.0
200,2309097,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,-1.0,0.0,1.0,1.0,0.0
201,2309098,1.0,3.0,2.0,2.0,1.0,2.0,2.0,2.0,3.0,2.0,3.0,3.0,2.0,3.0,1.0,1.0,1.0,1.0,-1.0,1.0,-1.0,0.0
202,2309100,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,2.0,1.0,1.0,1.0,1.0,-1.0,1.0,1.0,1.0,-1.0
203,2309101,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
204,2309102,3.0,2.0,2.0,3.0,1.0,3.0,3.0,1.0,1.0,3.0,3.0,2.0,1.0,1.0,1.0,0.0,1.0,-1.0,1.0,1.0,-1.0,1.0
205,2309127,2.0,1.0,2.0,3.0,1.0,2.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
206,2309128,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,2.0,2.0,3.0,2.0,2.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,-1.0
207,2309133,3.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,2.0,3.0,2.0,3.0,2.0,2.0,1.0,1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0
208,2309134,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,-1.0,-1.0,1.0,-1.0,1.0,-1.0,-1.0
209,2309139,1.0,3.0,3.0,2.0,2.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,2.0,2.0,1.0,1.0,-1.0,-1.0,1.0,1.0,-1.0,1.0
210,2309140,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
211,2309141,3.0,3.0,1.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,3.0,2.0,1.0,1.0,1.0,1.0,-1.0,1.0,-1.0,-1.0,-1.0,1.0
212,2309147,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0
213,2309150,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,-1.0,0.0
214,2309151,2.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,2.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,-1.0
215,2309152,2.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,2.0,1.0,1.0,2.0,2.0,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,0.0
216,2309154,2.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,-1.0,1.0,1.0,0.0,1.0,1.0,1.0
217,2309155,2.0,2.0,3.0,3.0,2.0,3.0,3.0,3.0,2.0,2.0,3.0,3.0,2.0,2.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,-1.0
218,2309158,3.0,3.0,3.0,2.0,2.0,3.0,3.0,3.0,2.0,2.0,3.0,2.0,3.0,2.0,1.0,1.0,0.0,-1.0,1.0,0.0,1.0,0.0
219,2309159,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,3.0,2.0,3.0,3.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,-1.0
220,2309160,1.0,2.0,2.0,2.0,1.0,3.0,3.0,3.0,2.0,2.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
221,2309163,2.0,2.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,-1.0
222,2309165,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,2.0,1.0,1.0,1.0,-1.0,0.0,1.0,1.0,1.0
223,2309170,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,2.0,1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0
224,2309171,1.0,3.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,-1.0
225,2309174,2.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,-1.0,0.0
226,2309183,2.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,-1.0,-1.0
227,2309184,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,0.0,-1.0
228,2309185,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,2.0,2.0,1.0,1.0,1.0,-1.0,-1.0,1.0,1.0,-1.0
229,2309187,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,3.0,2.0,1.0,1.0,-1.0,1.0,1.0,1.0,1.0,1.0
230,2309189,2.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,2.0,1.0,0.0,1.0,1.0,-1.0,1.0,1.0,-1.0
231,2309191,2.0,2.0,2.0,3.0,2.0,2.0,2.0,3.0,3.0,2.0,1.0,2.0,2.0,1.0,1.0,-1.0,1.0,1.0,-1.0,1.0,-1.0,0.0
232,2309192,1.0,2.0,3.0,2.0,2.0,3.0,3.0,3.0,2.0,2.0,3.0,3.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,-1.0
233,2309196,2.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,-1.0
234,2309197,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,-1.0
235,2309198,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
236,2309199,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
237,2309204,3.0,3.0,3.0,3.0,1.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,1.0,3.0,2.0,-1.0,1.0,1.0,1.0,1.0,1.0,-1.0
238,2309205,1.0,3.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,0.0,1.0,0.0,1.0,0.0,0.0,-1.0
239,2309207,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,3.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0
240,2309208,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
241,2309211,3.0,2.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0
242,2309212,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,0.0,1.0,-1.0,1.0,1.0,0.0,0.0
243,2309214,2.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,2.0,2.0,3.0,3.0,2.0,2.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,-1.0
244,2309217,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,-1.0,1.0,1.0,1.0
245,2309218,3.0,1.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,2.0,1.0,1.0,1.0,1.0,-1.0,0.0,1.0,1.0,0.0
246,2309219,2.0,2.0,2.0,2.0,2.0,3.0,2.0,3.0,3.0,2.0,3.0,3.0,3.0,2.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,-1.0
247,2309222,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,2.0,2.0,2.0,1.0,0.0,1.0,0.0,-1.0,-1.0,0.0,1.0
248,2309227,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
249,2309228,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0
250,2309229,1.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,-1.0
251,2309232,2.0,3.0,3.0,1.0,1.0,3.0,3.0,3.0,1.0,2.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
252,2309233,1.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,2.0,1.0,3.0,3.0,3.0,1.0,1.0,-1.0,1.0,-1.0,1.0,1.0,1.0,0.0
253,2605003,3.0,2.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,3.0,3.0,2.0,1.0,1.0,-1.0,0.0,-1.0,1.0,1.0,1.0,-1.0
254,2605004,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,1.0,2.0,3.0,3.0,1.0,2.0,1.0,1.0,-1.0,-1.0,1.0,1.0,1.0,1.0
255,2605005,1.0,2.0,2.0,3.0,3.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,0.0,-1.0,1.0,-1.0,0.0
256,2605009,2.0,3.0,2.0,3.0,3.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0
257,2605016,1.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,-1.0,-1.0,1.0,-1.0,-1.0
258,2605017,2.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,2.0,3.0,1.0,1.0,1.0,1.0,0.0,1.0,-1.0,0.0
259,2605018,2.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,-1.0,0.0,0.0,1.0,-1.0
260,2605019,3.0,2.0,3.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,3.0,3.0,1.0,1.0,1.0,1.0,-1.0,-1.0,1.0,1.0,1.0,1.0
261,2605021,1.0,2.0,2.0,3.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
262,2605022,1.0,1.0,1.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,-1.0
263,2605023,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,2.0,2.0,1.0,1.0,1.0,-1.0,1.0,1.0,0.0,-1.0
264,2605024,1.0,2.0,2.0,3.0,2.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,-1.0,0.0,0.0,1.0,0.0,0.0
265,2605025,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,-1.0,0.0,0.0,1.0,1.0,0.0
266,2605026,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0
267,2605027,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
268,2605029,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,-1.0
269,2605030,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,0.0,-1.0,1.0,-1.0,1.0,1.0,1.0
270,2605031,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,-1.0,0.0,0.0,1.0,1.0,1.0,1.0
271,2605032,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0
272,2605033,1.0,2.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0
273,2605042,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,-1.0,1.0,1.0,1.0,0.0
274,2605045,2.0,1.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
275,2605046,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,-1.0,-1.0,1.0,1.0,1.0,-1.0
276,2605048,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,1.0,-1.0,0.0,1.0,-1.0,0.0,1.0,-1.0
277,2605049,3.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0
278,2605050,1.0,2.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,2.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
279,2605051,2.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,-1.0,1.0,1.0,1.0,1.0,-1.0
280,2605052,3.0,3.0,3.0,3.0,1.0,3.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
281,2605053,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,-1.0,1.0,1.0,1.0,-1.0
282,2605055,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,-1.0
283,2605056,3.0,2.0,3.0,2.0,2.0,3.0,2.0,2.0,2.0,3.0,3.0,3.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
284,2605058,2.0,3.0,3.0,3.0,1.0,3.0,3.0,3.0,1.0,1.0,3.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0
285,2605059,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0
286,2605061,2.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,3.0,3.0,2.0,2.0,2.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0
